1,2,UPDATE,2024-12-01 12:10:00,system
2,3,DELETE,2024-12-01 12:10:00,system
3,4,INSERT,2024-12-01 12:10:00,system
4,5,UPDATE,2024-12-01 12:10:00,system
5,6,DELETE,2024-12-01 12:10:00,system
6,7,INSERT,2024-12-01 12:10:00,system
7,8,UPDATE,2024-12-01 12:10:00,system
8,9,DELETE,2024-12-01 12:10:00,system
9,10,INSERT,2024-12-01 12:10:00,system
10,11,UPDATE,2024-12-01 12:10:00,system
11,12,DELETE,2024-12-01 12:10:00,system
12,13,INSERT,2024-12-01 12:10:00,system
13,14,UPDATE,2024-12-01 12:10:00,system
14,15,DELETE,2024-12-01 12:10:00,system
15,16,INSERT,2024-12-01 12:10:00,system
16,17,UPDATE,2024-12-01 12:10:00,system
17,18,DELETE,2024-12-01 12:10:00,system
18,19,INSERT,2024-12-01 12:10:00,system
19,20,UPDATE,2024-12-01 12:10:00,system
20,21,DELETE,2024-12-01 12:10:00,system
21,22,INSERT,2024-12-01 12:10:00,system
22,23,UPDATE,2024-12-01 12:10:00,system
23,24,DELETE,2024-12-01 12:10:00,system
24,25,INSERT,2024-12-01 12:10:00,system
25,26,UPDATE,2024-12-01 12:10:00,system
26,27,DELETE,2024-12-01 12:10:00,system
27,28,INSERT,2024-12-01 12:10:00,system
28,29,UPDATE,2024-12-01 12:10:00,system
29,30,DELETE,2024-12-01 12:10:00,system
30,31,INSERT,2024-12-01 12:10:00,system
31,32,UPDATE,2024-12-01 12:10:00,system
32,33,DELETE,2024-12-01 12:10:00,system
33,34,INSERT,2024-12-01 12:10:00,system
34,35,UPDATE,2024-12-01 12:10:00,system
35,36,DELETE,2024-12-01 12:10:00,system
36,37,INSERT,2024-12-01 12:10:00,system
37,38,UPDATE,2024-12-01 12:10:00,system
38,39,DELETE,2024-12-01 12:10:00,system
39,40,INSERT,2024-12-01 12:10:00,system
40,41,UPDATE,2024-12-01 12:10:00,system
41,42,DELETE,2024-12-01 12:10:00,system
42,43,INSERT,2024-12-01 12:10:00,system
43,44,UPDATE,2024-12-01 12:10:00,system
44,45,DELETE,2024-12-01 12:10:00,system
45,46,INSERT,2024-12-01 12:10:00,system
46,47,UPDATE,2024-12-01 12:10:00,system
47,48,DELETE,2024-12-01 12:10:00,system
48,49,INSERT,2024-12-01 12:10:00,system
49,50,UPDATE,2024-12-01 12:10:00,system
50,51,DELETE,2024-12-01 12:10:00,system
51,52,INSERT,2024-12-01 12:10:00,system
52,53,UPDATE,2024-12-01 12:10:00,system
53,54,DELETE,2024-12-01 12:10:00,system
54,55,INSERT,2024-12-01 12:10:00,system
55,56,UPDATE,2024-12-01 12:10:00,system
56,57,DELETE,2024-12-01 12:10:00,system
57,58,INSERT,2024-12-01 12:10:00,system
58,59,UPDATE,2024-12-01 12:10:00,system
59,60,DELETE,2024-12-01 12:10:00,system
60,61,INSERT,2024-12-01 12:10:00,system
61,62,UPDATE,2024-12-01 12:10:00,system
62,63,DELETE,2024-12-01 12:10:00,system
63,64,INSERT,2024-12-01 12:10:00,system
64,65,UPDATE,2024-12-01 12:10:00,system
65,66,DELETE,2024-12-01 12:10:00,system
66,67,INSERT,2024-12-01 12:10:00,system
67,68,UPDATE,2024-12-01 12:10:00,system
68,69,DELETE,2024-12-01 12:10:00,system
69,70,INSERT,2024-12-01 12:10:00,system
70,71,UPDATE,2024-12-01 12:10:00,system
71,72,DELETE,2024-12-01 12:10:00,system
72,73,INSERT,2024-12-01 12:10:00,system
73,74,UPDATE,2024-12-01 12:10:00,system
74,75,DELETE,2024-12-01 12:10:00,system
75,76,INSERT,2024-12-01 12:10:00,system
76,77,UPDATE,2024-12-01 12:10:00,system
77,78,DELETE,2024-12-01 12:10:00,system
78,79,INSERT,2024-12-01 12:10:00,system
79,80,UPDATE,2024-12-01 12:10:00,system
80,81,DELETE,2024-12-01 12:10:00,system
81,82,INSERT,2024-12-01 12:10:00,system
82,83,UPDATE,2024-12-01 12:10:00,system
83,84,DELETE,2024-12-01 12:10:00,system
84,85,INSERT,2024-12-01 12:10:00,system
85,86,UPDATE,2024-12-01 12:10:00,system
86,87,DELETE,2024-12-01 12:10:00,system
87,88,INSERT,2024-12-01 12:10:00,system
88,89,UPDATE,2024-12-01 12:10:00,system
89,90,DELETE,2024-12-01 12:10:00,system
90,91,INSERT,2024-12-01 12:10:00,system
91,92,UPDATE,2024-12-01 12:10:00,system
92,93,DELETE,2024-12-01 12:10:00,system
93,94,INSERT,2024-12-01 12:10:00,system
94,95,UPDATE,2024-12-01 12:10:00,system
95,96,DELETE,2024-12-01 12:10:00,system
96,97,INSERT,2024-12-01 12:10:00,system
97,98,UPDATE,2024-12-01 12:10:00,system
98,99,DELETE,2024-12-01 12:10:00,system
99,100,INSERT,2024-12-01 12:10:00,system
100,101,UPDATE,2024-12-01 12:10:00,system
101,102,DELETE,2024-12-01 12:10:00,system
102,103,INSERT,2024-12-01 12:10:00,system
103,104,UPDATE,2024-12-01 12:10:00,system
104,105,DELETE,2024-12-01 12:10:00,system
105,106,INSERT,2024-12-01 12:10:00,system
106,107,UPDATE,2024-12-01 12:10:00,system
107,108,DELETE,2024-12-01 12:10:00,system
108,109,INSERT,2024-12-01 12:10:00,system
109,110,UPDATE,2024-12-01 12:10:00,system
110,111,DELETE,2024-12-01 12:10:00,system
111,112,INSERT,2024-12-01 12:10:00,system
112,113,UPDATE,2024-12-01 12:10:00,system
113,114,DELETE,2024-12-01 12:10:00,system
114,115,INSERT,2024-12-01 12:10:00,system
115,116,UPDATE,2024-12-01 12:10:00,system
116,117,DELETE,2024-12-01 12:10:00,system
117,118,INSERT,2024-12-01 12:10:00,system
118,119,UPDATE,2024-12-01 12:10:00,system
119,120,DELETE,2024-12-01 12:10:00,system
120,121,INSERT,2024-12-01 12:10:00,system
121,122,UPDATE,2024-12-01 12:10:00,system
122,123,DELETE,2024-12-01 12:10:00,system
123,124,INSERT,2024-12-01 12:10:00,system
124,125,UPDATE,2024-12-01 12:10:00,system
